any_missing_rate,both_missing_rate,dataset,graph_adaptive_weight,graph_confidence,graph_scale,img_available_rate,img_logit_weight,img_missing_rate,interest_uncertainty,log_path,missing_mode,missing_ratio,text_available_rate,text_logit_weight,text_missing_rate
0.02284202314913273,0.0,Pantry_mm_full,0.18828080892562865,0.5818806409835815,0.1508372575044632,0.9771579742431641,0.24678587019443513,0.02284202314913273,0.4762687087059021,,img,0.0,1.0,0.753214156627655,0.0
0.21811211109161377,0.0,Pantry_mm_full,0.2005427747964859,0.4397131323814392,0.27037712931632996,0.7818879008293151,0.18090008199214935,0.21811211109161377,0.6617737889289856,,img,0.1,1.0,0.8190999507904053,0.0
0.3727830171585083,0.0,Pantry_mm_full,0.1980403929948807,0.4160044252872467,0.26133301854133606,0.6272169947624207,0.1579156994819641,0.3727830171585083,0.690134584903717,,img,0.2,1.0,0.8420843005180358,0.0
0.5124758720397949,0.0,Pantry_mm_full,0.19867071211338044,0.49275404810905454,0.15679100155830383,0.48752412796020506,0.1690794587135315,0.5124758720397949,0.5852905511856079,,img,0.3,1.0,0.8309205651283265,0.0
