missing_ratio,interest_uncertainty,graph_confidence,graph_adaptive_weight
0.0,0.7602607727050781,0.41741839051246643,0.2486267328262329
0.1,0.8410024285316468,0.3472784459590912,0.2433825194835663
0.2,0.7814088463783264,0.39740666151046755,0.23935802280902863
0.3,0.89681636095047,0.30169217586517333,0.23611421883106232
